-0.0457164f 
-0.0441539f 
0.0084972f 
0.0598033f 
0.0873005f 
0.0964916f 
0.0633033f 
-0.0160364f 
-0.0707207f 
-0.0537967f 
-0.0123036f 
0.0187093f 
0.0701702f 
0.1311875f 
0.1355892f 
0.0889547f 
0.0573792f 
0.0360036f 
-0.0171099f 
-0.0593614f 
-0.0294920f 
0.0284243f 
0.0392690f 
0.0169399f 
0.0144414f 
0.0426337f 
0.0861600f 
0.1078547f 
0.0520521f 
-0.0545027f 
-0.0767218f 
0.0407740f 
0.1652881f 
0.1654933f 
0.0883900f 
0.0517946f 
0.0760909f 
0.1015103f 
0.0919890f 
0.0693852f 
0.0703073f 
0.0847235f 
0.0652575f 
0.0172658f 
0.0150050f 
0.0876482f 
0.1684075f 
0.1938781f 
0.1712246f 
0.1265786f 
0.0701888f 
0.0257416f 
0.0238846f 
0.0531981f 
0.0656280f 
0.0440807f 
0.0279652f 
0.0513300f 
0.0932240f 
0.1188179f 
0.1225532f 
0.1021003f 
0.0561860f 
0.0238241f 
0.0390958f 
0.0585566f 
0.0339109f 
0.0092249f 
0.0401541f 
0.0895334f 
0.0945479f 
0.0597176f 
0.0298132f 
0.0334109f 
0.0589771f 
0.0597998f 
0.0192200f 
-0.0119517f 
-0.0012316f 
0.0180202f 
0.0325294f 
0.0609108f 
0.0698906f 
0.0256926f 
-0.0127421f 
0.0104825f 
0.0533017f 
0.0699793f 
0.0680205f 
0.0418564f 
-0.0120587f 
-0.0527312f 
-0.0667445f 
-0.0812452f 
-0.0763512f 
-0.0322642f 
-0.0187013f 
-0.0818039f 
-0.1428766f 
-0.1248075f 
-0.0493974f 
0.0285314f 
0.0537908f 
-0.0147019f 
-0.1246622f 
-0.1766146f 
-0.1754909f 
-0.1848621f 
-0.1861254f 
-0.1468947f 
-0.1149062f 
-0.1120623f 
-0.0828657f 
-0.0200742f 
0.0109676f 
-0.0172066f 
-0.0811413f 
-0.1568413f 
-0.2063581f 
-0.1904263f 
-0.1261840f 
-0.0644028f 
-0.0262889f 
-0.0099197f 
-0.0113491f 
-0.0144491f 
-0.0102401f 
-0.0247931f 
-0.0804635f 
-0.1389401f 
-0.1281119f 
-0.0373164f 
0.0509348f 
0.0643720f 
0.0370858f 
0.0341283f 
0.0363070f 
-0.0030581f 
-0.0529471f 
-0.0604996f 
-0.0443101f 
-0.0469292f 
-0.0594005f 
-0.0522188f 
-0.0330855f 
-0.0339878f 
-0.0529169f 
-0.0411791f 
0.0137385f 
0.0326914f 
-0.0376518f 
-0.1084964f 
-0.0798951f 
-0.0100661f 
-0.0056771f 
-0.0398334f 
-0.0264411f 
0.0258867f 
0.0603958f 
0.0771850f 
0.0937714f 
0.0799210f 
0.0077085f 
-0.0857962f 
-0.1380533f 
-0.1250318f 
-0.0546049f 
0.0486537f 
0.1212052f 
0.1062807f 
0.0548963f 
0.0711602f 
0.1422237f 
0.1611832f 
0.1014375f 
0.0186862f 
-0.0578899f 
-0.1043877f 
-0.0830239f 
-0.0268180f 
-0.0013973f 
0.0143292f 
0.0508376f 
0.0494358f 
-0.0090678f 
-0.0451981f 
-0.0451377f 
-0.0725350f 
-0.1063437f 
-0.0879322f 
-0.0553571f 
-0.0485392f 
-0.0240659f 
0.0293197f 
0.0664594f 
0.0867433f 
0.0986316f 
0.0714289f 
0.0273483f 
0.0221879f 
0.0165492f 
-0.0425329f 
-0.0901924f 
-0.0713908f 
-0.0419447f 
-0.0228260f 
0.0376396f 
0.1149224f 
0.1350680f 
0.1110194f 
0.0852380f 
0.0500270f 
0.0218273f 
0.0388136f 
0.0671270f 
0.0644888f 
0.0714224f 
0.1081173f 
0.1047964f 
0.0310390f 
-0.0409031f 
-0.0491460f 
-0.0058762f 
0.0521270f 
0.1002342f 
0.1291240f 
0.1359810f 
0.1093531f 
0.0557501f 
0.0216920f 
0.0238981f 
0.0158723f 
-0.0068954f 
0.0205025f 
0.0934088f 
0.1212120f 
0.0907059f 
0.0816594f 
0.1086359f 
0.1037059f 
0.0447923f 
-0.0172354f 
-0.0311881f 
0.0121128f 
0.0683343f 
0.0764668f 
0.0520468f 
0.0801939f 
0.1712922f 
0.2246312f 
0.1802116f 
0.1018705f 
0.0742504f 
0.1037321f 
0.1449031f 
0.1668900f 
0.1717239f 
0.1675205f 
0.1484264f 
0.1157779f 
0.0915706f 
0.0837721f 
0.0774640f 
0.0787173f 
0.1090841f 
0.1565849f 
0.1969821f 
0.2296242f 
0.2325940f 
0.1624097f 
0.0529012f 
0.0061497f 
0.0511920f 
0.1264387f 
0.1928748f 
0.2439443f 
0.2454816f 
0.1791649f 
0.0971027f 
0.0626607f 
0.0875388f 
0.1432186f 
0.1823304f 
0.1697069f 
0.1249198f 
0.0876828f 
0.0499600f 
0.0009739f 
0.0001006f 
0.0969383f 
0.2167274f 
0.2334216f 
0.1314637f 
0.0108666f 
-0.0421788f 
-0.0181491f 
0.0569180f 
0.1528528f 
0.2333611f 
0.2748970f 
0.2777040f 
0.2391221f 
0.1638386f 
0.1029951f 
0.0989114f 
0.1103930f 
0.1007525f 
0.1323185f 
0.2340270f 
0.2863272f 
0.1993568f 
0.0748636f 
0.0444343f 
0.0883387f 
0.1257068f 
0.1466525f 
0.1776516f 
0.2113509f 
0.2096221f 
0.1516721f 
0.0856378f 
0.0946806f 
0.1816899f 
0.2631491f 
0.2859785f 
0.2514111f 
0.1657786f 
0.0754162f 
0.0584717f 
0.1044918f 
0.1388262f 
0.1761551f 
0.2641926f 
0.3277675f 
0.2763826f 
0.1733203f 
0.1224872f 
0.1200399f 
0.1371109f 
0.1897402f 
0.2579788f 
0.2794797f 
0.2399682f 
0.1757395f 
0.1244550f 
0.1182886f 
0.1616508f 
0.2170372f 
0.2602744f 
0.2907017f 
0.2718444f 
0.1770508f 
0.0848318f 
0.0906902f 
0.1594021f 
0.1951228f 
0.1895623f 
0.1870169f 
0.1917141f 
0.1969017f 
0.2134552f 
0.2241334f 
0.2010734f 
0.1715599f 
0.1772923f 
0.1976507f 
0.1930920f 
0.1743981f 
0.1671489f 
0.1701000f 
0.1859569f 
0.2249524f 
0.2657311f 
0.2772392f 
0.2667094f 
0.2535905f 
0.2314296f 
0.1940589f 
0.1566924f 
0.1358099f 
0.1427648f 
0.1766512f 
0.2010329f 
0.1815827f 
0.1508396f 
0.1596610f 
0.1876561f 
0.1903075f 
0.1850731f 
0.2023847f 
0.2174938f 
0.2000771f 
0.1607714f 
0.1193402f 
0.0965559f 
0.1186611f 
0.1661631f 
0.1810969f 
0.1717374f 
0.2045621f 
0.2603760f 
0.2365707f 
0.1239966f 
0.0421750f 
0.0689569f 
0.1538327f 
0.2186652f 
0.2432012f 
0.2341550f 
0.1942842f 
0.1492310f 
0.1419608f 
0.1690395f 
0.1763596f 
0.1475225f 
0.1280661f 
0.1295132f 
0.1061394f 
0.0676977f 
0.0890945f 
0.1629529f 
0.1917490f 
0.1630633f 
0.1637229f 
0.2007683f 
0.1932816f 
0.1440656f 
0.1312257f 
0.1427349f 
0.0980021f 
0.0110369f 
-0.0241530f 
0.0143879f 
0.0623109f 
0.0793559f 
0.0781894f 
0.0661053f 
0.0380905f 
0.0188267f 
0.0421934f 
0.0861704f 
0.0911799f 
0.0456377f 
-0.0087981f 
-0.0423394f 
-0.0419700f 
0.0048211f 
0.0654503f 
0.0751679f 
0.0421785f 
0.0342498f 
0.0487274f 
0.0317836f 
0.0006651f 
0.0024692f 
0.0134536f 
-0.0004839f 
-0.0183349f 
-0.0303725f 
-0.0519864f 
-0.0557594f 
-0.0082469f 
0.0547753f 
0.0761719f 
0.0435509f 
-0.0213099f 
-0.0733803f 
-0.0722400f 
-0.0414424f 
-0.0309868f 
-0.0316909f 
-0.0181742f 
-0.0088247f 
-0.0065820f 
0.0054122f 
-0.0119740f 
-0.0895665f 
-0.1604988f 
-0.1721995f 
-0.1629375f 
-0.1359391f 
-0.0498524f 
0.0321795f 
0.0079600f 
-0.0734342f 
-0.0906711f 
-0.0411659f 
0.0002237f 
0.0046232f 
-0.0208877f 
-0.0663908f 
-0.1102899f 
-0.1355774f 
-0.1363714f 
-0.1015288f 
-0.0380585f 
0.0166614f 
0.0400289f 
0.0350684f 
-0.0009109f 
-0.0626457f 
-0.1163803f 
-0.1312438f 
-0.1080809f 
-0.0773575f 
-0.0745198f 
-0.0919403f 
-0.0903865f 
-0.0811898f 
-0.1028548f 
-0.1215710f 
-0.0967732f 
-0.0814496f 
-0.0993278f 
-0.0714676f 
-0.0098818f 
-0.0521630f 
-0.1955493f 
-0.2722705f 
-0.2311083f 
-0.1695588f 
-0.1260939f 
-0.0818705f 
-0.0730566f 
-0.1244085f 
-0.1790493f 
-0.1810884f 
-0.1386776f 
-0.0987537f 
-0.1078932f 
-0.1630810f 
-0.2069592f 
-0.2038165f 
-0.1664962f 
-0.1159849f 
-0.0895597f 
-0.1209389f 
-0.1554926f 
-0.1159201f 
-0.0557517f 
-0.0702556f 
-0.1193263f 
-0.1291908f 
-0.1406675f 
-0.1866209f 
-0.1939587f 
-0.1350084f 
-0.0993505f 
-0.1374527f 
-0.1818739f 
-0.1656407f 
-0.1190559f 
-0.1123024f 
-0.1435888f 
-0.1456529f 
-0.1122236f 
-0.1157473f 
-0.1639405f 
-0.1798561f 
-0.1548328f 
-0.1563315f 
-0.1819203f 
-0.1703252f 
-0.1271961f 
-0.1058585f 
-0.1166373f 
-0.1368417f 
-0.1514464f 
-0.1539782f 
-0.1463099f 
-0.1312671f 
-0.1064391f 
-0.0866464f 
-0.0944750f 
-0.1215062f 
-0.1532052f 
-0.1946733f 
-0.2195150f 
-0.1805033f 
-0.1057103f 
-0.0759715f 
-0.1122597f 
-0.1779810f 
-0.2347519f 
-0.2415244f 
-0.1882229f 
-0.1286815f 
-0.1035499f 
-0.1037030f 
-0.1379548f 
-0.1996666f 
-0.2032995f 
-0.1160220f 
-0.0454749f 
-0.0616708f 
-0.1015510f 
-0.1243258f 
-0.1570802f 
-0.1819478f 
-0.1663212f 
-0.1454200f 
-0.1495909f 
-0.1527552f 
-0.1355814f 
-0.0981250f 
-0.0532849f 
-0.0614443f 
-0.1502681f 
-0.2129381f 
-0.1530584f 
-0.0575161f 
-0.0599219f 
-0.1458980f 
-0.2192507f 
-0.2373176f 
-0.2105353f 
-0.1646466f 
-0.1222103f 
-0.0854118f 
-0.0611846f 
-0.0760061f 
-0.1197401f 
-0.1399809f 
-0.1253287f 
-0.1173074f 
-0.1373474f 
-0.1654148f 
-0.1708397f 
-0.1435215f 
-0.1224337f 
-0.1578370f 
-0.2232850f 
-0.2406332f 
-0.1909032f 
-0.1166056f 
-0.0547622f 
-0.0362913f 
-0.0816864f 
-0.1599809f 
-0.2141093f 
-0.2139213f 
-0.1631231f 
-0.1180086f 
-0.1602423f 
-0.2630940f 
-0.2956775f 
-0.2340354f 
-0.1867518f 
-0.1803207f 
-0.1467961f 
-0.0993127f 
-0.0960532f 
-0.1181300f 
-0.1485607f 
-0.2140055f 
-0.2626263f 
-0.2090960f 
-0.1084599f 
-0.0715514f 
-0.0753557f 
-0.0477179f 
-0.0220291f 
-0.0542133f 
-0.1083609f 
-0.1250200f 
-0.1069075f 
-0.0875620f 
-0.0758774f 
-0.0612503f 
-0.0568729f 
-0.0973068f 
-0.1654057f 
-0.1877979f 
-0.1518199f 
-0.1236362f 
-0.1102773f 
-0.0567279f 
-0.0010893f 
-0.0381235f 
-0.1260904f 
-0.1381133f 
-0.0854182f 
-0.0853015f 
-0.1398887f 
-0.1356111f 
-0.0428181f 
0.0361727f 
0.0195571f 
-0.0594118f 
-0.1257670f 
-0.1519082f 
-0.1393292f 
-0.0791328f 
0.0101476f 
0.0569567f 
0.0125321f 
-0.0851352f 
-0.1602528f 
-0.1668649f 
-0.0994252f 
0.0048335f 
0.0799012f 
0.0938863f 
0.0693092f 
0.0235901f 
-0.0421967f 
-0.0921068f 
-0.0833885f 
-0.0378388f 
0.0009249f 
0.0434136f 
0.1009342f 
0.1204508f 
0.0644639f 
-0.0130003f 
-0.0499497f 
-0.0606619f 
-0.0730828f 
-0.0701757f 
-0.0492799f 
-0.0447326f 
-0.0474613f 
-0.0077664f 
0.0524275f 
0.0525375f 
-0.0044654f 
-0.0369280f 
-0.0305180f 
-0.0384214f 
-0.0583027f 
-0.0462638f 
-0.0101984f 
0.0214130f 
0.0503816f 
0.0563553f 
0.0005943f 
-0.0800362f 
-0.1022342f 
-0.0597862f 
-0.0103209f 
0.0202908f 
0.0347648f 
0.0305172f 
0.0172986f 
0.0042769f 
-0.0223610f 
-0.0516601f 
-0.0369356f 
0.0207040f 
0.0591181f 
0.0501760f 
0.0306635f 
0.0358036f 
0.0538355f 
0.0430758f 
-0.0092936f 
-0.0488170f 
-0.0215792f 
0.0451789f 
0.1053306f 
0.1597543f 
0.1767675f 
0.0891298f 
-0.0516155f 
-0.1016231f 
-0.0431348f 
0.0219748f 
0.0627366f 
0.1035099f 
0.1114340f 
0.0650706f 
0.0119291f 
-0.0250540f 
-0.0547961f 
-0.0418684f 
0.0295647f 
0.0862666f 
0.0709012f 
0.0194736f 
-0.0083943f 
0.0144455f 
0.0687632f 
0.0845218f 
0.0297799f 
-0.0246145f 
-0.0286567f 
-0.0235257f 
-0.0071319f 
0.0678425f 
0.1266309f 
0.0577330f 
-0.0672758f 
-0.1154496f 
-0.1131368f 
-0.1198750f 
-0.0812506f 
0.0170066f 
0.0785196f 
0.0715365f 
0.0502434f 
0.0125430f 
-0.0602879f 
-0.1133275f 
-0.1195194f 
-0.1253493f 
-0.1182610f 
-0.0390356f 
0.0572988f 
0.0583348f 
-0.0138802f 
-0.0506838f 
-0.0315706f 
-0.0035443f 
0.0209825f 
0.0333339f 
-0.0037539f 
-0.0848467f 
-0.1476606f 
-0.1552203f 
-0.1202139f 
-0.0686642f 
-0.0318437f 
-0.0238212f 
-0.0112739f 
0.0245379f 
0.0325281f 
-0.0148935f 
-0.0567361f 
-0.0571927f 
-0.0641203f 
-0.0923779f 
-0.0955066f 
-0.0753442f 
-0.0653535f 
-0.0361119f 
0.0319975f 
0.0609045f 
-0.0033373f 
-0.0821099f 
-0.0833238f 
-0.0289060f 
0.0021770f 
-0.0227670f 
-0.0738630f 
-0.0955199f 
-0.0545971f 
0.0263669f 
0.0871774f 
0.0860841f 
0.0403555f 
0.0052379f 
0.0026053f 
0.0039868f 
0.0024778f 
0.0228719f 
0.0367847f 
-0.0132106f 
-0.0898297f 
-0.1004236f 
-0.0446265f 
0.0139577f 
0.0620385f 
0.1004919f 
0.0914481f 
0.0337045f 
-0.0156197f 
-0.0344628f 
-0.0473933f 
-0.0541129f 
-0.0383930f 
-0.0161955f 
-0.0105798f 
-0.0106721f 
0.0088483f 
0.0427612f 
0.0542129f 
0.0322294f 
0.0130914f 
0.0041082f 
-0.0355372f 
-0.0799869f 
-0.0398853f 
0.0549066f 
0.0625566f 
-0.0313765f 
-0.0945237f 
-0.0772680f 
-0.0473599f 
-0.0305287f 
-0.0042040f 
0.0171607f 
0.0200346f 
0.0290374f 
0.0470718f 
0.0455864f 
0.0180595f 
-0.0176491f 
-0.0362269f 
-0.0067269f 
0.0679322f 
0.1286412f 
0.1229775f 
0.0612606f 
-0.0003438f 
-0.0034057f 
0.0605994f 
0.1302379f 
0.1450998f 
0.1044596f 
0.0265727f 
-0.0552564f 
-0.0504333f 
0.0829293f 
0.2134967f 
0.1949920f 
0.0830138f 
0.0234369f 
0.0402008f 
0.0819797f 
0.1318578f 
0.1630423f 
0.1390765f 
0.1028173f 
0.1178123f 
0.1458508f 
0.1243884f 
0.0883711f 
0.0831306f 
0.0647420f 
0.0059007f 
-0.0180161f 
0.0500572f 
0.1529403f 
0.2142065f 
0.2230552f 
0.1858253f 
0.1007591f 
0.0056616f 
-0.0393856f 
-0.0222998f 
0.0268678f 
0.0808824f 
0.1100542f 
0.0864666f 
0.0333695f 
0.0211321f 
0.0844933f 
0.1717901f 
0.1969003f 
0.1414422f 
0.0798975f 
0.0738421f 
0.0928139f 
0.0994583f 
0.1208343f 
0.1526716f 
0.1260502f 
0.0536095f 
0.0424885f 
0.1027226f 
0.1323976f 
0.1110232f 
0.1099994f 
0.1317221f 
0.1192582f 
0.0817379f 
0.0727261f 
0.0943399f 
0.1055516f 
0.0912463f 
0.0876902f 
0.1305543f 
0.1774035f 
0.1484756f 
0.0663289f 
0.0415458f 
0.0999616f 
0.1605742f 
0.1796129f 
0.1812601f 
0.1790168f 
0.1706679f 
0.1612104f 
0.1468249f 
0.1280085f 
0.1152964f 
0.0944938f 
0.0699423f 
0.1158292f 
0.2484349f 
0.3315753f 
0.2682670f 
0.1538812f 
0.1001171f 
0.0847417f 
0.0744614f 
0.0962755f 
0.1366941f 
0.1522713f 
0.1628556f 
0.1894470f 
0.1880151f 
0.1529315f 
0.1468710f 
0.1598471f 
0.1103330f 
0.0211635f 
0.0070085f 
0.0740325f 
0.1189837f 
0.1234718f 
0.1618236f 
0.2225559f 
0.2067201f 
0.1081161f 
0.0325732f 
0.0373900f 
0.0889368f 
0.1569426f 
0.2221764f 
0.2295647f 
0.1540654f 
0.0727866f 
0.0776198f 
0.1564393f 
0.2198684f 
0.2077729f 
0.1416752f 
0.0939697f 
0.1045452f 
0.1363287f 
0.1426611f 
0.1362671f 
0.1394061f 
0.1346548f 
0.1219807f 
0.1344745f 
0.1547655f 
0.1267649f 
0.0722143f 
0.0694805f 
0.1137376f 
0.1273691f 
0.0964305f 
0.0751491f 
0.0779172f 
0.0743028f 
0.0652769f 
0.0731347f 
0.0784124f 
0.0465605f 
0.0054560f 
0.0209702f 
0.0882648f 
0.1214984f 
0.0805199f 
0.0362830f 
0.0655178f 
0.1450653f 
0.1971672f 
0.1845699f 
0.1292040f 
0.0813637f 
0.0771437f 
0.0982593f 
0.0996595f 
0.0815829f 
0.0739870f 
0.0725289f 
0.0760225f 
0.1287393f 
0.2220453f 
0.2478324f 
0.1583127f 
0.0547963f 
0.0278469f 
0.0460638f 
0.0625804f 
0.0843700f 
0.1050304f 
0.0994460f 
0.0808298f 
0.0713249f 
0.0677349f 
0.0897737f 
0.1638589f 
0.2292089f 
0.1867730f 
0.0610086f 
-0.0171174f 
0.0011411f 
0.0361393f 
0.0303837f 
0.0211197f 
0.0377157f 
0.0401192f 
0.0073806f 
-0.0024699f 
0.0620913f 
0.1630002f 
0.2195370f 
0.1955694f 
0.1165520f 
0.0309312f 
-0.0279697f 
-0.0436263f 
-0.0001261f 
0.0852344f 
0.1295249f 
0.0784936f 
0.0055565f 
-0.0018509f 
0.0190570f 
0.0183526f 
0.0476467f 
0.1159607f 
0.1189716f 
0.0390515f 
-0.0043032f 
0.0249492f 
0.0475511f 
0.0563346f 
0.0968489f 
0.1265267f 
0.0975668f 
0.0625319f 
0.0559061f 
0.0289354f 
-0.0223172f 
-0.0372033f 
-0.0147436f 
-0.0004804f 
0.0136034f 
0.0468460f 
0.0628855f 
0.0469286f 
0.0552666f 
0.1054171f 
0.1216100f 
0.0666548f 
0.0146286f 
0.0087774f 
-0.0179300f 
-0.0763054f 
-0.0457101f 
0.0974856f 
0.1782563f 
0.1050065f 
0.0210705f 
0.0292359f 
0.0362552f 
-0.0034883f 
0.0085844f 
0.0673738f 
0.0255120f 
-0.1237280f 
-0.2039569f 
-0.1370454f 
-0.0322045f 
0.0152138f 
0.0221154f 
0.0170278f 
-0.0120788f 
-0.0600933f 
-0.0841911f 
-0.0572269f 
-0.0040981f 
0.0267883f 
0.0187230f 
0.0012541f 
0.0010836f 
-0.0015888f 
-0.0339974f 
-0.0710380f 
-0.0740992f 
-0.0641280f 
-0.0755889f 
-0.0766918f 
-0.0357230f 
-0.0074415f 
-0.0424953f 
-0.0906943f 
-0.0913352f 
-0.0571840f 
-0.0129915f 
0.0248620f 
0.0125646f 
-0.0440519f 
-0.0566920f 
-0.0200502f 
-0.0489760f 
-0.1520620f 
-0.1886850f 
-0.1146176f 
-0.0330890f 
0.0044110f 
0.0270730f 
0.0273990f 
-0.0115682f 
-0.0582858f 
-0.0880570f 
-0.0944420f 
-0.0630595f 
-0.0300570f 
-0.0594996f 
-0.1066408f 
-0.0788720f 
-0.0220609f 
-0.0293581f 
-0.0475607f 
0.0008844f 
0.0456485f 
0.0132881f 
-0.0363785f 
-0.0529101f 
-0.0764303f 
-0.1102973f 
-0.1031467f 
-0.0666392f 
-0.0540121f 
-0.0532399f 
-0.0158168f 
0.0478038f 
0.0670287f 
-0.0070748f 
-0.1247833f 
-0.1664805f 
-0.0910793f 
0.0023406f 
0.0236291f 
0.0052399f 
-0.0013129f 
-0.0181140f 
-0.0612131f 
-0.0858905f 
-0.0615708f 
-0.0168628f 
0.0020524f 
-0.0289983f 
-0.0890009f 
-0.1166895f 
-0.0826613f 
-0.0300285f 
0.0013885f 
0.0233529f 
0.0313276f 
-0.0134681f 
-0.0969951f 
-0.1480095f 
-0.1415545f 
-0.1160014f 
-0.0876451f 
-0.0363686f 
0.0195098f 
0.0101511f 
-0.0880636f 
-0.1836266f 
-0.1664399f 
-0.0643909f 
-0.0092211f 
-0.0413159f 
-0.0746666f 
-0.0658904f 
-0.0651691f 
-0.0844801f 
-0.0709095f 
-0.0250981f 
-0.0138290f 
-0.0588259f 
-0.1072307f 
-0.1107754f 
-0.0797573f 
-0.0551318f 
-0.0471181f 
-0.0288373f 
-0.0002425f 
-0.0007791f 
-0.0347829f 
-0.0628291f 
-0.0737587f 
-0.0750928f 
-0.0514176f 
-0.0225125f 
-0.0427578f 
-0.0745637f 
-0.0292357f 
0.0400508f 
0.0127959f 
-0.0591374f 
-0.0499722f 
-0.0117007f 
-0.0550442f 
-0.1164097f 
-0.0932303f 
-0.0397880f 
-0.0311837f 
-0.0255654f 
0.0054948f 
0.0090104f 
-0.0136355f 
0.0072031f 
0.0561056f 
0.0361929f 
-0.0554869f 
-0.0999933f 
-0.0365376f 
0.0400249f 
0.0222671f 
-0.0506002f 
-0.0702029f 
-0.0348323f 
-0.0230824f 
-0.0372580f 
-0.0175640f 
0.0206656f 
0.0101631f 
-0.0372085f 
-0.0595401f 
-0.0692694f 
-0.1126007f 
-0.1437403f 
-0.0865536f 
0.0074980f 
0.0178550f 
-0.0518512f 
-0.0989233f 
-0.1046571f 
-0.1195136f 
-0.1224844f 
-0.0782286f 
-0.0510556f 
-0.0865509f 
-0.0999516f 
-0.0360654f 
0.0164251f 
-0.0114443f 
-0.0684936f 
-0.1096149f 
-0.1377158f 
-0.1198255f 
-0.0423690f 
0.0042564f 
-0.0416186f 
-0.0917231f 
-0.0595491f 
-0.0180276f 
-0.0747366f 
-0.1830230f 
-0.2014529f 
-0.1040394f 
-0.0222219f 
-0.0523674f 
-0.1179656f 
-0.1070652f 
-0.0599866f 
-0.0866294f 
-0.1633477f 
-0.1693025f 
-0.0874191f 
-0.0219328f 
-0.0315679f 
-0.0694662f 
-0.0908072f 
-0.1160501f 
-0.1622826f 
-0.1915203f 
-0.1676421f 
-0.1124699f 
-0.0761748f 
